display_name,full_address,space_type,decade,year,lat,lon,amenities
Anvil,"500 W. 14th at 11th Ave., Greenwich Village",Other,1980s,1982,40.742114,-74.008505,"(P-1965-1989),(D),(RT),(AYOR)"
Back Room Book Shop,"178 Christopher St., Greenwich Village & Chelsea",Other,1980s,1982,40.732275,-74.009702,(*)
Backstage,"318 W. 45th St., Midtown",Other,1980s,1982,40.7594733,-73.989428,"(M-1965-1989),(R-1965-1989),(E)"
Badlands,"Christopher & West Sts., Greenwich Village",Other,1980s,1982,40.732817,-74.010034,"(W-1972-1989),(SM)"
Barbary Coast,"67 7th Ave. at 14 St., Greenwich Village",Other,1980s,1982,40.738867,-73.999722,
Beach Haven,"901 Father Capodanno Blvd., Staten Island",Other,1980s,1982,40.5746154,-74.085528,"(L-1980-1989),(D),(PT)"
Beacon Baths,"227 E. 45th St., Midtown",Other,1980s,1982,40.752406,-73.97177,(OC)
Beau Geste,"239 3rd Ave. at 20th St., Greenwich Village",Restaurant / Cafe,1980s,1982,40.736684,-73.984366,(R-1965-1989)
Beekman,Uptown,Other,1980s,1982,40.753309,-73.964796,Cruisy Area
Belair Travel Ltd.,"342 Madison Ave., Midtown",Other,1980s,1982,40.7539706,-73.978871,
Betsy Ross,"73-13 37th Ave., Jackson Heights",Other,1980s,1982,40.7490898,-73.892489,(D)
Better Days,"316 W. 49th St., Midtown",Other,1980s,1982,40.7619279,-73.987725,"(B-1970-1989),(D),(*)"
Big Top Theatre,"1604 Broadway at 49th St., Midtown",Other,1980s,1982,40.760467,-73.984251,"(S-1965-2002),(E),(D)"
Big Wok,"753 Washington St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7368806,-74.008095,"(M-1965-1989),(R-1965-1989),(*)"
Bike Stop West,"230 W. 75th St., Uptown",Other,1980s,1982,40.781064,-73.982005,"(WE),(*)"
Billy The Kid,"76-07 Roosevelt Ave., Jackson Heights",Other,1980s,1982,40.7473326,-73.889296,"(YC),(W-1972-1989),(SM),(PT)"
Black Sheep,"342 W. 11th St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7354173,-74.008041,"(R-1965-1989),(M-1965-1989)"
Bleecker & Hudson Sts.,Greenwich Village,Other,1980s,1982,40.736899,-74.005524,Cruisy Area
Blowfish,"551 Hudson at Party, Greenwich Village",Restaurant / Cafe,1980s,1982,40.735261,-74.006302,
Blue Fox,"131 8th Ave., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7413965,-74.001552,"(R-1965-1989),(*)"
Blue Skies,"1832 W. 10th St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7342687,-74.002956,(R-1965-1989)
Blue'S,"264 W. 43rd St., Midtown",Other,1980s,1982,40.7577,-73.988792,"(B-1970-1989),(D)"
Body Snatchers,"3560 Jerome Ave., Bronx",Other,1980s,1982,40.884393,-73.879533,Cruisy Area
Bogart'S,"320 E. 59th St., Midtown",Restaurant / Cafe,1980s,1982,40.7599967,-73.963406,(R-1965-1989)
Bonampak,"235 E. 53rd St., Midtown",Restaurant / Cafe,1980s,1982,40.7573049,-73.967924,(M-1965-1989)
Bond International,"1526 Broadway at 45th St., Midtown",Restaurant / Cafe,1980s,1982,40.757384,-73.9855,"(M-1965-1989),(D),(R-1965-1989)"
Bonnie & Clyde'S,"82 W. 3rd St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7297021,-73.998957,"(L-1980-1989),(D),(PT),(R-1965-1989)"
Boot Hill,"317 Amsterdam Ave. nr. 75th, Uptown",Other,1980s,1982,40.780417,-73.979991,"(*),(W-1972-1989),(YC),(SM)"
Boots & Saddle,"76 Christopher St., Greenwich Village & Chelsea",Other,1980s,1982,40.7334603,-74.003403,"(*),(W-1972-1989),(SM)"
Brandy'S,"235 E. 84th St., Uptown",Other,1980s,1982,40.7771167,-73.953456,"(E),(S-1965-2002),(WE)"
Brazil,"86 Mills Ave., Staten Island",Other,1980s,1982,40.5950865,-74.067788,"(*),(L-1980-1989),(D),(S-1965-2002)"
Breadsticks,"113-24 Queens Blvd. at 76th Rd., Forest Hills",Other,1980s,1982,40.717157,-73.835795,
Broadway Arms,"218 W. 49th St., Midtown",Other,1980s,1982,40.7608374,-73.98523,(D)
Brooklyn'S 'Promenade',Brooklyn,Other,1980s,1982,40.695221,-73.995855,Cruisy Area
Cahoots,"428 Columbus at 81st. St., Uptown",Other,1980s,1982,40.783124,-73.975025,"(R-1965-1989),(E)"
Camp David,"1007 Lexington at 72nd St., Uptown",Other,1980s,1982,40.77073,-73.961739,(*)
Candle Ii,"168 Amsterdam Ave. at 67th, Uptown",Other,1980s,1982,40.775875,-73.983857,"(P-1965-1989),(AH)"
Carr'S,"204 W. 10th St., Greenwich Village & Chelsea",Other,1980s,1982,40.7338736,-74.003971,(OC)
Casa Paco,"330 Bleecker St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7336427,-74.00457,(R-1965-1989)
Cell Block,"372 W. 11th St., Greenwich Village & Chelsea",Other,1980s,1982,40.735189,-74.009565,"(SM),(P-1965-1989)"
Central Park,Uptown,Other,1980s,1982,40.773823,-73.970818,"Cruisy Area,(AYOR)"
Central Park West,Uptown,Other,1980s,1982,40.784612,-73.969822,Cruisy Area
Chap & Rusty,"Christie & Delancey, Greenwich Village",Other,1980s,1982,40.719939,-73.992988,"(*),(P-1965-1989),(L-1980-1989),(YC),(AH),(D)"
Chap'S,"1558 3rd Ave. at 87th St., Uptown",Other,1980s,1982,40.779939,-73.953502,"(*),(PT),(P-1965-1989)"
Charlie & Kelly'S,"259 W. 4th St. at Perry, Greenwich Village",Other,1980s,1982,40.735426,-74.003141,"(M-1965-1989),(R-1965-1989)"
Chez Netta,"1053 Lexington at 75th St., Uptown",Restaurant / Cafe,1980s,1982,40.772181,-73.96072,"(M-1965-1989),(R-1965-1989)"
Christopher St.,Greenwich Village,Other,1980s,1982,40.733336,-74.004624,Cruisy Area
Christopher St. Book Shop,"500 Hudson St. at Christopher, Greenwich Village",Other,1980s,1982,40.73299,-74.006136,(*)
Church Of The Beloved Disciple,"384 W. 14th St., Greenwich Village & Chelsea",Other,1980s,1982,40.7406473,-74.005156,
Circles,"226 E. 54th St., Midtown",Other,1980s,1982,40.7576456,-73.967878,"(R-1965-1989),(D),(YC),(S-1965-2002),(*)"
Club 71,"71 Pineapple St., Brooklyn",Other,1980s,1982,40.6983742,-73.993038,
Club Baths,"24 1st Ave. at 2nd St., Greenwich Village",Other,1980s,1982,40.723485,-73.988183,"(W-1972-1989),(SM),(YC),(*)"
Clubhouse,"225 W. 34th St., Midtown",Restaurant / Cafe,1980s,1982,40.7518203,-73.991686,(R-1965-1989)
Clyde'S,"340 Bleecker St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7337333,-74.004695,(R-1965-1989)
Cockpit Coral,"144 E. 53rd St., Midtown",Other,1980s,1982,40.7582561,-73.970685,
Community Book Stores,"162 Montague St., Brooklyn Heights",Other,1980s,1982,40.6941905,-73.992805,(M-1965-1989)
Company,"365 3rd Ave. at 27th St., Midtown",Restaurant / Cafe,1980s,1982,40.740856,-73.981195,(R-1965-1989)
Crisco Disco,"15th St. & 9th Ave., Greenwich Village",Other,1980s,1982,40.741605,-74.004826,"(P-1965-1989),(YC),(D),(WE),(*),(AH)"
Crossroad,"858 9th Ave. nr. 55th St., Midtown",Other,1980s,1982,40.766902,-73.986102,
Crossworld'S,"733 Greenwich at Perry, Greenwich Village",Other,1980s,1982,40.735173,-74.006679,"(P-1965-1989),(D),(RT)"
Dakota,"550 3rd Ave. at 36th St., Midtown",Other,1980s,1982,40.747435,-73.977246,
Danny'S First,"139 Christopher St., Greenwich Village & Chelsea",Other,1980s,1982,40.733018,-74.007169,(PT)
Danny'S Of Brooklyn Heights,"108 Montague St., Brooklyn Heights",Other,1980s,1982,40.6948774,-73.995194,(D)
Dapper & Friends,"350 E. 81st St., Uptown",Other,1980s,1982,40.7737326,-73.952445,(L-1980-1989)
David'S Pot Belly,"98 Christopher, Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7331669,-74.004656,"(M-1965-1989),(R-1965-1989)"
Deja Vu,"85 Washington Pl., Greenwich Village & Chelsea",Other,1980s,1982,40.7322184,-74.000025,"(L-1980-1989),(YC),(D)"
Djuna Books,"154 W. 10th St., Greenwich Village & Chelsea",Other,1980s,1982,40.734387,-74.00154,(L-1980-1989)
Duchess,"70 Grove St., Greenwich Village & Chelsea",Other,1980s,1982,40.7331447,-74.002813,"(D),(L-1980-1989),(*)"
Duplex,"55 Grove St., Greenwich Village & Chelsea",Other,1980s,1982,40.733207,-74.003542,"(E),(*)"
Eagle'S Nest,"21st St. at 11th Ave., Greenwich Village",Other,1980s,1982,40.747505,-74.00774,"(*),(SM),(OC)"
East Five Three,"244 E. 53rd St., Midtown",Other,1980s,1982,40.7568649,-73.967889,"(R-1965-1989),(E)"
East Side Sauna,"227 E. 56th St., Midtown",Other,1980s,1982,40.7593466,-73.966823,(*)
El Castilla Rojo,"Carter Hotel 252 W. 43rd St., Midtown",Other,1980s,1982,40.7571717,-73.988099,"(YC),(D)"
Eros Male Cinema,"732 8th Ave., Midtown",Other,1980s,1982,40.7593364,-73.987943,(RT)
Farnie'S,"311 2nd Ave. at 18th St., Greenwich Village",Restaurant / Cafe,1980s,1982,40.735062,-73.983353,"(M-1965-1989),(R-1965-1989)"
Fedora'S,"239 W. 4th St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.734537,-74.0029,"(M-1965-1989),(R-1965-1989)"
Fiddlesticks,"205 Cypress Ave., Ridgewood",Other,1980s,1982,40.7082781,-73.919621,"(L-1980-1989),(R-1965-1989)"
Five Oaks,"49 Grove St. at Bleecker, Greenwich Village",Restaurant / Cafe,1980s,1982,40.733158,-74.003797,"(M-1965-1989),(R-1965-1989),(E)"
Flamingo,"599 Broadway at Houston, Greenwich Village",Other,1980s,1982,40.725337,-73.997163,"(*),(P-1965-1989),(YC)"
Flavors,"120-31 83rd Ave., Kew Gardens",Other,1980s,1982,40.7087692,-73.831359,"(D),(YC),(*)"
Forest Park,Kew Gardens,Other,1980s,1982,40.710209,-73.837685,Cruisy Area
Freddy'S,"308 E. 49th St., Midtown",Other,1980s,1982,40.7538696,-73.968478,"(R-1965-1989),(E),(*)"
Fulton'S Sidewalk Cafe,"2061 Broadway at 71st St., Uptown",Restaurant / Cafe,1980s,1982,40.778212,-73.982337,(R-1965-1989)
G.H. Club,"353 E. 53rd St., Midtown",Other,1980s,1982,40.7560503,-73.965129,(PE)
Gaiety Male Burlesk,"201 W. 46th St., Midtown",Other,1980s,1982,40.7577216,-73.982597,
Glory Hole,"130 11th Ave., Greenwich Village & Chelsea",Other,1980s,1982,40.7357603,-73.99968,"(P-1965-1989),(SM),(FFA),(AH),(*)"
Grand Central,Midtown,Other,1980s,1982,40.752726,-73.977229,Cruisy Area
Grapevine,"161 W. 47th St., Midtown",Other,1980s,1982,40.7590972,-73.983801,"(*),(RT)"
Greenwich Ave.,Greenwich Village,Other,1980s,1982,40.736586,-74.001107,Cruisy Area
Harry'S Back East,"1422 3rd Ave. at 80th St., Uptown",Other,1980s,1982,40.775491,-73.956809,"(D),(*)"
Hawaiian George'S,"1485 3rd Ave. at 84th St., Uptown",Other,1980s,1982,40.777279,-73.954699,
Haymarket,"772 8th Ave. at 47th St., Midtown",Other,1980s,1982,40.760534,-73.987166,"(RT),(PT)"
Headless Horseman,"142 W. 10th St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7343641,-74.000794,"(R-1965-1989),(E)"
Hide-A-Way,"96-31 Parsons, Jamaica",Other,1980s,1982,40.7095458,-73.80541,"(B-1970-1989),(RT),(PT)"
Highroller,"617 W. 57th St., Midtown",Other,1980s,1982,40.7710043,-73.992365,
Hornblowers On Horatio,"59 Horatio, Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7389046,-74.006337,"(M-1965-1989),(R-1965-1989)"
Hunter,"74-05 37th Ave., Jackson Heights",Other,1980s,1982,40.7491383,-73.891469,"(D),(YC),(*)"
Ice Palace,"57 W. 57th St., Midtown",Other,1980s,1982,40.7643578,-73.976817,"(YC),(D),(*)"
Iron Horse Pub,"7th Ave. & 2nd Ave., Brooklyn",Other,1980s,1982,40.671142,-73.978079,(E)
Jan Wallman'S,"28 Cornelia St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7311877,-74.002354,"(R-1965-1989),(E)"
Jasper'S,"305 Columbus Ave., Uptown",Other,1980s,1982,40.7788905,-73.977333,
Jaybird Books,"408 Jay St., Brooklyn",Other,1980s,1982,40.6918992,-73.987538,
Jewel Theatre,"100 3rd Ave. at 12th Ave, Greenwich Village",Other,1980s,1982,40.732548,-73.988218,
Johnny'S Pub International,"123 E. 47th St., Midtown",Restaurant / Cafe,1980s,1982,40.754663,-73.973309,"(R-1965-1989),(S-1965-2002)"
Julius,"159 W. 10th St., Greenwich Village & Chelsea",Other,1980s,1982,40.7345329,-74.001712,(*)
Keller'S,"384 West St. nr. Barrow, Greenwich Village",Other,1980s,1982,40.732003,-74.010276,"(WE),(*)"
Kelly'S Village West,"46 Bedford St. at 7th, Greenwich Village",Other,1980s,1982,40.730584,-74.004156,"(*),(WE)"
King'S All Male Theatre,Midtown,Other,1980s,1982,40.761746,-73.985479,
Klub,"227 Bleecker St., Greenwich Village & Chelsea",Other,1980s,1982,40.7295864,-74.002012,"(L-1980-1989),(D)"
La Fiesta,"253 W. 46th St., Midtown",Other,1980s,1982,40.7597942,-73.987466,(PT)
La Stanza,"953 1st. Ave., Midtown",Restaurant / Cafe,1980s,1982,40.7555229,-73.965291,(*)
Landmark Tavern,"11th Ave. at 46th St., Midtown",Restaurant / Cafe,1980s,1982,40.639377,-73.994787,"(M-1965-1989),(R-1965-1989)"
Last Call,"975 2nd Ave, nr. 51st St., Midtown",Other,1980s,1982,40.756013,-73.96806,"(D),(PT),(*)"
Le Pecheur,"200 W. 70th St., Uptown",Restaurant / Cafe,1980s,1982,40.7773637,-73.983034,(M-1965-1989)
Leather Man,"85 & 111 Christopher St., Greenwich Village",Other,1980s,1982,40.733642,-74.003869,(*)
Leather Rack,"247 W. 42nd St., Midtown",Other,1980s,1982,40.7573371,-73.988857,
Legend Gallery,"152 7th Ave. S., Greenwich Village & Chelsea",Other,1980s,1982,40.7352865,-74.002125,
Les Hommes Book Shop,"217 W. 80th St. at Broadway, Uptown",Other,1980s,1982,40.784454,-73.978671,(*)
Les Mounches,"260 W. 11th Ave. at 24th St., Greenwich Village",Other,1980s,1982,40.736018,-74.003812,"(P-1965-1989),(YC),(D),(E),(M-1965-1989),(*)"
Lincoln Center,Uptown,Other,1980s,1982,40.772464,-73.983489,Cruisy Area
Loading Zone,"78 Christopher St., Greenwich Village & Chelsea",Other,1980s,1982,40.7334049,-74.003507,(P-1965-1989)
Loft,"313 Amsterdam Ave., Uptown",Other,1980s,1982,40.7802967,-73.980157,
M.C.C.,"26 9th Ave., Greenwich Village & Chelsea",Other,1980s,1982,40.7404474,-74.005484,(MCC)
Madison Card & Book Shop,"123 E. 57th St., Midtown",Other,1980s,1982,40.7613431,-73.96984,
Main Street,"75 Greenwich Ave., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7367065,-74.001433,"(M-1965-1989),(R-1965-1989)"
Man'S Country,"28 W. 15th St., Greenwich Village & Chelsea",Other,1980s,1982,40.7371787,-73.994779,(B-1970-1989)
Marie'S Crisis,"59 Grove St. at Sheridan Sq., Greenwich Village",Other,1980s,1982,40.733238,-74.003397,
Menemsha Bar,"Hotel Allerton, 132 E. 57th St., Midtown",Other,1980s,1982,40.7606062,-73.969182,(OC)
Metropolitan Museum,Uptown,Other,1980s,1982,40.779437,-73.963244,Cruisy Area
Metropolitan Theatre,"235 E. 14th St., Greenwich Village",Other,1980s,1982,40.732874,-73.985528,Cruisy Area
Mickey'S,"44 W. 55th St., Midtown",Restaurant / Cafe,1980s,1982,40.762288,-73.976892,"(E),(R-1965-1989)"
Mineshaft,"835 Washington St., Greenwich Village & Chelsea",Other,1980s,1982,40.7403979,-74.00768,"(*),(P-1965-1989),(SM),(W-1972-1989)"
Mt. Morris Baths,"1944 Madison Ave. at 125th St., Uptown",Other,1980s,1982,40.805547,-73.940981,(B-1970-1989)
New David Cinema,"236 W. 54th St., Midtown",Other,1980s,1982,40.7641217,-73.983233,
New Everhards Baths,"28 W. 28th St., Midtown",Other,1980s,1982,40.7452989,-73.989293,"(SM),(FFA),(*)"
New Male Box,"210 W. 42nd St., Midtown",Other,1980s,1982,40.7560623,-73.987429,(*)
New St. Marks Baths,"6 St. Marks Place, 8th St. at 3rd Ave., Greenwich Village",Other,1980s,1982,40.72909,-73.989568,(*)
New York Wrestling Club,"59 W. 10th St., Greenwich Village & Chelsea",Other,1980s,1982,40.734646,-73.998016,
Nickel Bar,"127 W. 72nd St., Uptown",Other,1980s,1982,40.7779885,-73.979674,"(B-1970-1989),(YC),(D),(*)"
Night Shift,"777 8th Ave. at 48th St., Midtown",Other,1980s,1982,40.7608,-73.987549,(AYOR)
Ninth Circle,"139 W. 10th St., Greenwich Village & Chelsea",Other,1980s,1982,40.7347958,-74.000799,"(*),(YC)"
Northern Men'S Sauna,"137-08 Northern Blvd., Flushing",Other,1980s,1982,40.7629508,-73.830838,
Numbers,"2057 Broadway at 70th, Uptown",Other,1980s,1982,40.678089,-73.900856,
Old Forge Steak House,"3rd Ave. at 17th St., Greenwich Village",Restaurant / Cafe,1980s,1982,40.666081,-73.995209,"(M-1965-1989),(R-1965-1989)"
"One If By Land, Two By Sea","17 Barrow St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7324944,-74.002584,"(M-1965-1989),(PE),(R-1965-1989)"
One Potato,"518 Hudson St. at 10th St., Greenwich Village",Restaurant / Cafe,1980s,1982,40.73369,-74.006078,"(R-1965-1989),(*)"
Orleans Theatre,"777 8th Ave. at 48th St., Midtown",Other,1980s,1982,40.7608,-73.987549,
Oscar Wild Memorial Book Store,"15 Christopher St., Greenwich Village & Chelsea",Other,1980s,1982,40.7342158,-74.000564,(*)
Ossi Guest House,"358 W. 30th St., Midtown",Hotel / Accommodation,1980s,1982,40.7504311,-73.997538,(H-1965-1989)
Our Place,"77-02 Broadway, Elmhurst",Other,1980s,1982,40.7451386,-73.888169,
Pandora Books,"88 Court St., Brooklyn",Other,1980s,1982,40.6912319,-73.991843,
Paradise Garage,"84 King St., Greenwich Village & Chelsea",Other,1980s,1982,40.7278179,-74.006454,"(P-1965-1989),(B-1970-1989),(WE),(*),(D)"
Paula'S,"64 Greenwich Ave., Greenwich Village & Chelsea",Other,1980s,1982,40.7361254,-74.000621,"(M-1965-1989),(L-1980-1989),(PT)"
Peaches'N' Cream,"408 E. 64th St., Uptown",Other,1980s,1982,40.7622998,-73.959128,(D)
Peeche,"1201 Lexington Ave. at 81st St., Uptown",Other,1980s,1982,40.776563,-73.957555,"(L-1980-1989),(D)"
Penn Stations,Midtown,Other,1980s,1982,40.750568,-73.993519,Cruisy Area
Pennyfeathers,"89 7th Ave., Greenwich Village & Chelsea",Other,1980s,1982,40.7327525,-74.003043,"(M-1965-1989),(R-1965-1989)"
Pershings,"234 Columbus Ave., Uptown",Restaurant / Cafe,1980s,1982,40.7766645,-73.979629,(R-1965-1989)
Peter Rabbit,"305 W. 10th St., Greenwich Village & Chelsea",Other,1980s,1982,40.7332889,-74.009806,"(B-1970-1989),(D),(*)"
Pleasure Chest,"939 2nd Ave., Midtown",Other,1980s,1982,40.7548515,-73.968886,(*)
Pleasure Chest,"20 W. 20th St. & 152 7th Ave. So., Greenwich Village",Other,1980s,1982,40.741859,-73.997653,(*)
Queens College,Queens,Other,1980s,1982,40.736644,-73.820089,Cruisy Area
Ramrod,"394 West St. betw. Christopher, Greenwich Village & Chelsea",Other,1980s,1982,40.7331559,-74.010158,"(*),(W-1972-1989),(SM)"
Ramrod Theatre,"210 W. 49th St., Midtown",Other,1980s,1982,40.7606534,-73.984792,"(S-1965-2002),(E)"
Rawhide,"212 8th Ave. at 21st St., Greenwich Village",Other,1980s,1982,40.743838,-73.999296,"(W-1972-1989),(SM)"
Regent East,"204 E. 58th St., Midtown",Other,1980s,1982,40.7605435,-73.966629,(E)
Rendezvous Book Store,"38 W. 28th St., Midtown",Other,1980s,1982,40.7454828,-73.989637,(*)
Riis Park,Rockaway,Other,1980s,1982,40.56707,-73.87177,Cruisy Area
Ring,"180 Christopher St. at West, Greenwich Village",Other,1980s,1982,40.732275,-74.009977,"(P-1965-1989),(YC),(D),(WE),(*)"
Riverside Park,Uptown,Other,1980s,1982,40.801234,-73.97231,Cruisy Area
Rockinghorse,"224 Columbus Ave. betw. 70th & 71st, Uptown",Restaurant / Cafe,1980s,1982,40.779362,-73.977151,(R-1965-1989)
Round'S,"303 E. 53rd St., Midtown",Restaurant / Cafe,1980s,1982,40.756689,-73.966667,(R-1965-1989)
Sahara,"1234 2nd Ave., Uptown",Other,1980s,1982,40.764087,-73.961511,"(*),(OC),(L-1980-1989),(E),(D)"
Saint,"1051 2nd Ave., Greenwich Village & Chelsea",Other,1980s,1982,40.7583421,-73.966271,"(P-1965-1989),(YC),(D),(*)"
Sal'S Place,"79 Pineapple St., Brooklyn Heights",Other,1980s,1982,40.6981042,-73.992493,"(YC),(D),(*)"
Sauna Baths,"300 W. 58th St., Midtown",Other,1980s,1982,40.7674935,-73.982855,
Sheridan Sq. Health Club,"4th & Christopher, Greenwich Village",Other,1980s,1982,40.733644,-74.002801,(M-1965-1989)
Sheridan Square,Greenwich Village,Other,1980s,1982,40.733644,-74.002801,Cruisy Area
Show Palace,"670 8th Ave. betw. 42nd & 43rd Sts., Midtown",Other,1980s,1982,40.757543,-73.989283,(*)
Silouette,"53 W. 19th St., Greenwich Village & Chelsea",Other,1980s,1982,40.740279,-73.993731,(L-1980-1989)
Singles,"951 1st Ave. nr. 53rd St., Midtown",Restaurant / Cafe,1980s,1982,40.755458,-73.965261,"(*),(R-1965-1989)"
Sneakers,"392 West St. betw. 10th & Christopher, Greenwich Village",Other,1980s,1982,40.732896,-74.010064,
South Dakota,"405 3rd Ave., Midtown",Other,1980s,1982,40.7422753,-73.980474,
Sparky'S,"130-04 Atlantic Ave., Richmond Hill",Other,1980s,1982,40.6957404,-73.818649,(W-1972-1989)
Spike Bar,"120 11th Ave., Greenwich Village & Chelsea",Other,1980s,1982,40.7469353,-74.007581,"(W-1972-1989),(SM),(PT),(WE),(*)"
Spindletop,"254 W. 47th St., Midtown",Restaurant / Cafe,1980s,1982,40.7598673,-73.986794,"(M-1965-1989),(R-1965-1989)"
St. Marks Baths,Greenwich Village,Other,1980s,1982,40.72909,-73.989568,(*)
Stix,"304 E. 39th St., Midtown",Other,1980s,1982,40.7475538,-73.973073,(D)
Subway Stations,Midtown,Other,1980s,1982,40.768687,-73.958443,"(AYOR),Cruisy Area"
Ted Hook'S On Stage,"349 W. 46th St., Midtown",Other,1980s,1982,40.7607084,-73.989657,
Third Ave.,Uptown,Other,1980s,1982,40.762177,-73.966123,Cruisy Area
Times Square,Midtown,Other,1980s,1982,40.757975,-73.985543,Cruisy Area
Tom Cat Book Store,"38 W. 28th St., Midtown",Other,1980s,1982,40.7454828,-73.989637,(*)
Tortuga,"7 9th Ave., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.739633,-74.006657,(M-1965-1989)
Trilogy,"135 Christopher St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1982,40.7331512,-74.006945,"(R-1965-1989),(YC),(*)"
Twelve West,"461 West St., Greenwich Village & Chelsea",Other,1980s,1982,40.7366531,-74.009687,"(P-1965-1989),(D),(*)"
